experiment_name,question_id,question,temperature,top_k,prompt_style,prompt_label,retrieved_clauses,answer,similarity_scores
exp03,q05,What is Recognition of Prior Certificated Learning (RPCL)?,0.5,5,strict,A,;4.16;4.17;;,"Answer:  
Recognition of Prior Certificated Learning (RPCL) is defined as the process by which appropriate certificated learning from another institution is accredited towards a University of Westminster award. The prior certification must be from a recognised academic institution and result from a rigorously assessed learning experience.

Supporting Regulation:  
Clause 4.16

Additional Notes:  
Clause 4.17 specifies that RPCL applies to certified learning that occurred prior to entry into the course of study, and modules taken during the student's registration at the University would not typically qualify for RPCL claims.

Confidence:  
High",0.9647;0.9480;0.9374;0.9252;0.9029
exp03,q06,How is Recognition of Prior Experiential Learning (RPEL) defined?,0.5,5,strict,A,;4.32;;;4.16,"Answer:  
The Recognition of Prior Experiential Learning (RPEL) is defined as the process by which appropriate experiential learning is assessed and accredited. Experiential learning includes knowledge and skills acquired through life experience, work experience, and study, which are not formally attested through any educational or professional certification. It may also encompass instruction-based learning provided by any institution, which has not been examined in any of the public examination systems.

Supporting Regulation:  
Clause 4.32 | Part 2 | Section 4

Additional Notes:  
None.

Confidence:  
High",0.9581;0.9280;0.8986;0.8967;0.8881
exp03,q07,What are the principles of assessment in relation to intended learning outcomes?,0.5,5,strict,A,;;2.30;5.2;5.12,"Answer:  
The principles of assessment in relation to intended learning outcomes are outlined in several clauses. Assessment is designed to promote and support effective learning, allowing students to demonstrate that they have met all intended learning outcomes for each module, fulfilled the objectives of their programme of study, and achieved the academic standards required for their award (Clause 5.2). Furthermore, assessments must be robust, valid, and accurately test a student's achievement of the intended learning outcomes at both the module and course levels, while also being appropriate to the subject and the students involved (Clause 5.12). Additionally, every approved course will have stated aims and intended learning outcomes that the curriculum, structure, teaching methods, and forms of assessment are designed to fulfill (Clause 2.30).

Supporting Regulation:  
Clause 2.30, Clause 5.2, Clause 5.12

Additional Notes:  
The handbook does not provide further details beyond the specified clauses regarding the principles of assessment in relation to intended learning outcomes.

Confidence:  
High",0.8959;0.8946;0.8439;0.8409;0.8383
exp03,q08,What happens if a student arrives late to an examination?,0.5,5,strict,A,7.37;7.34;7.18;7.36;,"Answer:  
If a student arrives late to an examination, the invigilator will note the time of their arrival on the student attendance sheet. Students can be admitted up to 30 minutes after the start of the examination, but no extra time will be allowed for those who arrive later than the start time.

Supporting Regulation:  
Clause 7.37 states that the invigilator will note the time of arrival for late students. Clause 7.18 specifies that students can be admitted up to 30 minutes after the start, but no additional time will be granted for late arrivals.

Additional Notes:  
The handbook does not provide further details regarding the consequences of arriving late beyond the noted procedures. 

Confidence:  
High, based on the direct references to relevant clauses.",0.8696;0.8570;0.8559;0.8544;0.8500
exp03,q09,When can a student leave the examination room during an exam?,0.5,5,strict,A,7.36;7.19;7.18;7.35;7.24,"Answer:  
A student can leave the examination room during an exam only after 30 minutes have passed since the start of the examination, and they must obtain express permission from the invigilator to do so. If a student leaves without permission, they will be deemed to have withdrawn from the examination and will not be allowed to re-enter.

Supporting Regulation:  
- Clause 7.36: ""No student will be permitted to leave the examination room (other than where accompanied by an Invigilator) until 30 minutes after the start of the examination.""  
- Clause 7.19: ""A student who wishes to temporarily leave the examination room must first obtain the express permission of the invigilator.""

Additional Notes:  
Clause 7.18 states that no student may leave the examination during the first 30 minutes or the last 15 minutes of the examination, except in exceptional circumstances on the instructions of an invigilator. 

Confidence:  
High, as the information is directly supported by the relevant clauses.",0.9069;0.8905;0.8743;0.8615;0.8608
exp03,q10,What is the process for mitigating circumstances and academic appeals after a board decision?,0.5,5,strict,A,11.43;16.29;11.16;16.67;16.64,"Answer:  
The process for mitigating circumstances after a board decision involves referring to the University’s Mitigating Circumstances Regulations, as mitigating circumstances will not be considered as grounds for an academic appeal (Clause 16.29). The responsibility for considering mitigating circumstances claims lies with the Mitigating Circumstances Boards, which operate under the authority of the relevant Progression and Award Board (Clause 11.16). 

For academic appeals, the Appeal Panel will evaluate the evidence presented based on specific grounds and will not re-hear the original academic appeal (Clause 16.64). The outcome of the appeal hearing will be communicated in writing to the student and relevant parties within five working days (Clause 16.67). 

Supporting Regulation:  
- Clause 11.16  
- Clause 11.43  
- Clause 16.29  
- Clause 16.64  
- Clause 16.67  

Additional Notes:  
The handbook does not provide a detailed step-by-step process for submitting mitigating circumstances claims or appeals. It states the responsibilities and outcomes but does not outline the procedures involved.  

Confidence:  
High, as the answer directly references specific clauses that address the process and responsibilities regarding mitigating circumstances and academic appeals.",0.8813;0.8768;0.8720;0.8718;0.8677
exp03,q11,What is the role of external examiners in progression and award?,0.5,5,strict,A,;;13.16;;,"Answer:  
The role of external examiners in progression and award is to ensure the fair and equitable application of the University's regulations regarding credit accumulation and course-specific regulations in decisions related to the award of qualifications. This includes overseeing decisions on student progression, classification of awards, and exclusions. External examiners participate in the work of Progression and Award Boards, which involves the awarding of intermediate qualifications as well. They are also expected to provide feedback on the assessment process and procedures, although they should not make individual assessment judgments or act as additional markers.

Supporting Regulation:  
Clause 13.16 | Part 4 | Section 13

Additional Notes:  
The handbook does not provide additional details beyond those specified in Clause 13.16 regarding the role of external examiners in progression and award.

Confidence:  
High",0.9675;0.9132;0.9131;0.9086;0.9015
exp03,q12,How does the University treat plagiarism and academic misconduct penalties?,0.5,5,strict,A,;10.55;10.41;;10.46,"Answer:  
The University treats plagiarism and academic misconduct through a structured process that involves an Academic Misconduct Meeting. After this meeting, the College Teaching Committee or a nominee will determine the outcome based on the findings. Possible outcomes include: no case to answer, a determination that the work reflects poor scholarship but not academic misconduct, or a finding of academic misconduct with varying penalties. Penalties can include upholding the original penalty, imposing a reduced penalty due to mitigating factors, or imposing a more severe penalty, as long as it does not exceed the Category 1 penalty limits.

Supporting Regulation:  
- Clause 10.55 outlines the decisions that can be made following an Academic Misconduct Meeting.  
- Clause 10.41 defines plagiarism and emphasizes the importance of original work and proper citation.  
- Clause 10.46 details the reporting procedure for suspected academic misconduct.

Additional Notes:  
The handbook does not provide specific examples of penalties or a detailed description of the Category 1 penalties mentioned in Clause 10.55.

Confidence:  
High, as the information is directly supported by specific clauses in the regulation excerpts provided.",0.8562;0.8560;0.8494;0.8438;0.8435
exp03,q13,Can students get an extension for coursework deadlines?,0.5,5,strict,A,11.6;11.19;11.50;11.51;11.23,"Answer:  
Yes, students can get an extension for coursework deadlines. An extension allows a student an additional five working days beyond the published due date to submit the assessment component without penalty (Clause 11.6). Additionally, students with a disability who have agreed Reasonable Adjustments, which include extensions, do not need to submit a mitigating circumstance claim for such extensions (Clause 11.19).

Supporting Regulation:  
- Clause 11.6: Extension allows an additional five working days for coursework submission.  
- Clause 11.19: Students with disabilities and agreed extensions do not need to submit a mitigating circumstance claim.

Additional Notes:  
Clause 11.50 and Clause 11.51 discuss the procedure for submitting coursework if a mitigating circumstance claim for an extension is accepted or pending, but they do not provide additional information about the general availability of extensions. Clause 11.23 clarifies that extensions are specifically for coursework only.

Confidence:  
High, as the information is directly supported by specific clauses in the regulation excerpts.",0.8898;0.8783;0.8717;0.8646;0.8645
exp03,q14,What rules apply to deferring an assessment?,0.5,5,strict,A,;11.58;11.60;;11.1,"Answer:
The rules for deferring an assessment are outlined in the regulations regarding mitigating circumstances. If a student's claim for a deferral is accepted, they will be deferred in the specified assessment components. For instance, if deferred during Assessment Period 2, the student is typically required to take the assessments without attendance during Assessment Period 3 (Referral/Deferral period). If deferred during Assessment Period 3, the assessments must be taken in the following academic year (Clause 11.58). Conversely, if a deferral claim is rejected and the student has not submitted the coursework or attended the assessment, a mark of 0 (zero) will be awarded (Clause 11.60).

Supporting Regulation:
- Clause 11.58
- Clause 11.60
- Clause 11.1

Additional Notes:
The handbook does not provide additional details on the application process for deferrals or specific timelines beyond what is mentioned in the clauses. 

Confidence:
High",0.8691;0.8529;0.8518;0.8497;0.8494
exp03,q15,What reasonable adjustments can disabled students receive for assessments?,0.5,5,strict,A,11.19;8.7;11.20;8.5;,"Answer:  
Disabled students can receive reasonable adjustments for assessments, which may include extensions to coursework submission deadlines. These adjustments are agreed upon in advance and documented through the Reasonable Adjustment Form. If the University is unable to provide all the support detailed in the Learning Support Entitlements, students may apply for additional extensions or deferrals via the Mitigating Circumstances process.

Supporting Regulation:  
- Clause 11.19 states that students with a disability for whom agreed Reasonable Adjustments are in place, including extensions to coursework submission deadlines, are not required to submit a mitigating circumstance claim for such extensions.  
- Clause 11.20 outlines that students may apply for additional extensions or deferrals via the Mitigating Circumstances process under specific conditions.  
- Clause 8.5 indicates that students must seek individual arrangements for assessments according to the University’s procedures, with the relevant Disability Advisor determining the appropriate arrangements based on submitted medical or diagnostic evidence.

Additional Notes:  
The handbook does not specify a comprehensive list of all possible reasonable adjustments beyond extensions and the process for applying for additional support. 

Confidence:  
High",0.8711;0.8711;0.8632;0.8554;0.8432
exp03,q16,How are provisional results and late submission penalties applied before boards?,0.5,5,strict,A,15.1;;6.8;;15.8,"Answer: Provisional results are marks notified to students and are subject to change until confirmed by the relevant Progression and Award Board. These provisional results may include penalties for late coursework submission. If coursework is submitted late but within 24 hours of the deadline, a penalty of ten marks will be deducted from the original mark, which cannot fall below the pass mark. 

Supporting Regulation: 
- Clause 15.1: Provisional results are subject to scrutiny and may change; they may also include late submission penalties.
- Clause 6.8: Details the penalty for late coursework submission.

Additional Notes: The handbook does not provide additional specifics on how these provisional results and penalties are applied before boards beyond what is mentioned in the relevant clauses. 

Confidence: High",0.8672;0.8501;0.8437;0.8434;0.8353
exp03,q17,What is the relationship between the Student Charter and academic regulations?,0.5,5,strict,A,1.9;1.3;10.2;10.10;10.23,"Answer:  
The Student Charter is listed as one of several important documents that students should read and understand, alongside the academic regulations, as indicated in Clause 1.3. However, the specific relationship between the Student Charter and the academic regulations is not explicitly detailed in the provided excerpts.

Supporting Regulation:  
Clause 1.3 | Part 1 | Section 1

Additional Notes:  
The excerpts do not provide a direct connection or relationship between the Student Charter and academic regulations beyond the mention that both are important for students to be familiar with.  

Confidence:  
Moderate",0.8442;0.8266;0.8250;0.8228;0.8208
exp03,q18,What attendance or participation rules apply to taught modules?,0.5,5,strict,A,;11.59;6.6;;5.18,"Answer:
The handbook does not explicitly outline general attendance or participation rules for taught modules. However, it specifies that if a student is deferred in a module due to accepted mitigating circumstances, they will be required to attend all timetabled teaching and learning events associated with the next delivery of that module (Clause 11.59).

Supporting Regulation:
Clause 11.59 | Part 3 | Section 11

Additional Notes:
The handbook is silent on any additional general attendance or participation requirements beyond those mentioned in the context of deferrals.

Confidence:
High",0.8343;0.8329;0.8236;0.8235;0.8199
exp04,q01,What happens if coursework is submitted within 24 hours after the deadline?,0.8,5,strict,A,6.9;;6.8;6.2;6.3,"Answer: If coursework is submitted late but within 24 hours after the specified deadline, the work will be marked, and ten marks will be deducted from the original mark, to a minimum of the pass mark (40% at undergraduate level, 50% at postgraduate level).

Supporting Regulation: Clause 6.8

Additional Notes: Clause 6.9 specifies that if coursework is submitted more than 24 hours after the deadline, a mark of zero will be awarded. 

Confidence: High",0.8888;0.8614;0.8586;0.8558;0.8501
exp04,q02,What is the penalty if coursework is submitted more than 24 hours late without an extension?,0.8,5,strict,A,6.8;6.9;11.56;11.50;11.53,"Answer:  
If coursework is submitted more than 24 hours late without an extension, a mark of zero will be awarded for the work in question.

Supporting Regulation:  
Clause 6.9

Additional Notes:  
The regulation specifies the penalty for submissions made more than 24 hours after the deadline clearly. 

Confidence:  
High",0.8794;0.8736;0.8565;0.8553;0.8539
exp04,q03,How do Progression and Award Boards relate to module results and awards?,0.8,5,strict,A,;;;14.12;14.3,"Answer:  
Progression and Award Boards are responsible for overseeing and confirming student module results and progression decisions. They ratify assessment marks, confirm progression and award decisions based on module results, and handle cases of referral, deferral, retake opportunities, as well as degree classifications. In contrast, if a module is not owned by a single academic School, its results will be considered by a Module Board instead.

Supporting Regulation:  
- Clause 14.12 outlines the responsibilities of Progression and Award Boards, including ratifying assessment marks and confirming progression and award decisions based on module results.  
- Clause 14.3 states that for modules not owned by a single academic School, results will be considered by a Module Board, which is responsible for confirming student module marks.

Additional Notes:  
No additional information is provided in the excerpts regarding the specific relationship between Progression and Award Boards and module results beyond what is stated.

Confidence:  
High",0.9141;0.8976;0.8953;0.8883;0.8800
exp04,q04,What English language qualifications does the University accept for admission?,0.8,5,strict,A,19.28;3.11;3.10;19.16;2.26,"Answer:  
The University of Westminster accepts various English language qualifications for admission, but the specific qualifications are listed online and may change due to Immigration and Visas Department requirements.

Supporting Regulation:  
- Clause 3.11 states that a full list of the English Language Tests accepted by the University is available online and may be subject to change.

Additional Notes:  
The handbook does not specify the exact English language qualifications accepted.

Confidence:  
High",0.8526;0.8466;0.8411;0.8403;0.8354
exp04,q05,What is Recognition of Prior Certificated Learning (RPCL)?,0.8,5,strict,A,;4.16;4.17;;,"Answer:  
Recognition of Prior Certificated Learning (RPCL) is defined as the process by which appropriate certificated learning from another institution is accredited towards a University of Westminster award. This prior certification must be from a recognized academic institution and the learning experience must have been rigorously assessed.

Supporting Regulation:  
Clause 4.16

Additional Notes:  
The definition of RPCL includes that it pertains to certified learning prior to the student's entry into the course of study, as specified in clause 4.17. Additionally, the handbook states that RPCL does not cover modules taken after registration at the University.

Confidence:  
High",0.9647;0.9480;0.9374;0.9252;0.9029
exp04,q06,How is Recognition of Prior Experiential Learning (RPEL) defined?,0.8,5,strict,A,;4.32;;;4.16,"Answer:  
The Recognition of Prior Experiential Learning (RPEL) is defined as the process by which appropriate experiential learning is assessed and accredited. Experiential learning includes knowledge and skills acquired through life experience, work experience, and study that are not formally attested through any educational or professional certification. It may also encompass instruction-based learning provided by any institution that has not been examined in any public examination systems.

Supporting Regulation:  
Clause 4.32 | Part 2 | Section 4

Additional Notes:  
None. 

Confidence:  
High",0.9581;0.9280;0.8986;0.8967;0.8881
exp04,q07,What are the principles of assessment in relation to intended learning outcomes?,0.8,5,strict,A,;;2.30;5.2;5.12,"Answer:
The principles of assessment in relation to intended learning outcomes emphasize that every approved course will have stated aims and intended learning outcomes, which the curriculum, structure, teaching and learning methods, and forms of assessment are designed to fulfill (Clause 2.30). The purpose of assessment is to promote effective learning and enable students to demonstrate that they have met the intended learning outcomes for each module, fulfilled the objectives of their program of study, and achieved the required academic standard for their award (Clause 5.2). Furthermore, assessment must be robust, valid, and accurately test the students’ achievement of the intended learning outcomes, while also being appropriate to the subject, mode of learning, and students involved (Clause 5.12).

Supporting Regulation:
- Clause 2.30
- Clause 5.2
- Clause 5.12

Additional Notes:
The regulation excerpts do not provide additional context or specific examples beyond what has been summarized above regarding principles of assessment related to intended learning outcomes. 

Confidence: High",0.8959;0.8946;0.8439;0.8409;0.8383
exp04,q08,What happens if a student arrives late to an examination?,0.8,5,strict,A,7.37;7.34;7.18;7.36;,"Answer:  
If a student arrives late to an examination, the invigilator will note the time of their arrival on the student attendance sheet. Students can be admitted up to 30 minutes after the start of the examination; however, no extra time will be allowed for those arriving late.

Supporting Regulation:  
7.37, 7.18

Additional Notes:  
The handbook does not provide further details on specific consequences for arriving late beyond the noted time and lack of extra time.  

Confidence:  
High, based on direct references from clauses 7.37 and 7.18 which explicitly address late arrivals and their implications.",0.8696;0.8570;0.8559;0.8544;0.8500
exp04,q09,When can a student leave the examination room during an exam?,0.8,5,strict,A,7.36;7.19;7.18;7.35;7.24,"Answer:  
A student can leave the examination room only after 30 minutes have passed since the start of the examination and must obtain express permission from the invigilator. If a student leaves without permission, they will be considered to have withdrawn from the examination and will not be allowed to re-enter.

Supporting Regulation:  
Clause 7.36 states that no student will be permitted to leave the examination room until 30 minutes after the start of the examination. Clause 7.19 specifies that a student must first obtain express permission from the invigilator to temporarily leave the examination room and will be escorted by the invigilator.

Additional Notes:  
Clause 7.18 further clarifies that students may not leave the examination during the first 30 minutes or the last 15 minutes of the examination, except under exceptional circumstances with invigilator instruction.

Confidence:  
High. The information directly references specific clauses that clearly outline the rules regarding leaving the examination room.",0.9069;0.8905;0.8743;0.8615;0.8608
exp04,q10,What is the process for mitigating circumstances and academic appeals after a board decision?,0.8,5,strict,A,11.43;16.29;11.16;16.67;16.64,"Answer:  
The process for mitigating circumstances is managed by the Mitigating Circumstances Boards, which operate under the authority of the Progression and Award Boards (Clause 11.16). Mitigating circumstances cannot be considered grounds for an academic appeal (Clause 16.29). If a student wants to have mitigating circumstances taken into account after a decision by a Progression and Award Board, they must refer to the University’s Mitigating Circumstances Regulations (Clause 16.29).

Regarding academic appeals, the Appeal Panel will review evidence based on specified grounds (Clause 16.64). The outcome of the appeal hearing will be communicated in writing to the student and relevant chairs within 5 working days (Clause 16.67). The Appeal Panel can either uphold the appeal or reject it, with the decision being final (Clause 16.64).

Supporting Regulation:  
Clause 11.16, Clause 11.43, Clause 16.29, Clause 16.64, Clause 16.67  

Additional Notes:  
The handbook does not provide a detailed step-by-step process for submitting mitigating circumstances claims or academic appeals after a board decision.  

Confidence:  
High, based on direct citations from the relevant clauses.",0.8813;0.8768;0.8720;0.8718;0.8677
exp04,q11,What is the role of external examiners in progression and award?,0.8,5,strict,A,;;13.16;;,"Answer:  
The role of external examiners in progression and award boards is to ensure the fair and equitable application of the University's regulations on credit accumulation and course-specific regulations for each award in decisions regarding the award of qualifications to students. This includes decisions on progression, classification of awards (where relevant), and exclusions. Chief External Examiners participate in all work of Progression and Award Boards, including the award of intermediate awards, and provide comments to the University on the assessment process and procedures.

Supporting Regulation:  
Clause 13.16 | Part 4 | Section 13

Additional Notes:  
The handbook does not provide additional details on external examiners outside of their role in the mentioned context.  
Confidence: High",0.9675;0.9132;0.9131;0.9086;0.9015
exp04,q12,How does the University treat plagiarism and academic misconduct penalties?,0.8,5,strict,A,;10.55;10.41;;10.46,"Answer:  
The University treats plagiarism and academic misconduct through a structured process that includes an Academic Misconduct Meeting. Following this meeting, the College Teaching Committee or a nominee, along with a nominee of the Academic Standards Manager, will determine the outcome based on the nature of the misconduct. Potential outcomes include:  
a) No case to answer, allowing normal marking;  
b) Plagiarism that reflects poor scholarship but is not considered academic misconduct, resulting in marking on its merits;  
c) Confirmation of academic misconduct with the original penalty upheld;  
d) Mitigating factors resulting in a reduced penalty;  
e) A more severe penalty, which must not exceed the Category 1 penalty limits; or  
f) New evidence suggesting the offence is more serious than previously believed, potentially leading to a different penalty.

Supporting Regulation:  
Clause 10.55  

Additional Notes:  
Clause 10.41 outlines the expectations regarding the originality of work and proper acknowledgment of sources, but does not specifically detail the penalties for misconduct. Clause 10.46 describes the reporting process for suspected misconduct but does not address penalties.  

Confidence:  
High, based on the direct reference in Clause 10.55 which details the determination of penalties for academic misconduct following an Academic Misconduct Meeting.",0.8562;0.8560;0.8494;0.8438;0.8435
exp04,q13,Can students get an extension for coursework deadlines?,0.8,5,strict,A,11.6;11.19;11.50;11.51;11.23,"Answer:  
Yes, students can obtain an extension for coursework deadlines. An extension allows a student an additional five working days beyond the published due date to submit the assessment component without penalty. 

Supporting Regulation:  
11.6. Extension: applying only to coursework, the granting of an extension allows a student an additional five working days beyond the published due date to submit the assessment component without penalty.

Additional Notes:  
Clause 11.19 notes that students with disabilities who have agreed Reasonable Adjustments in place are not required to submit a mitigating circumstance claim for such extensions. Moreover, clauses 11.50 and 11.51 outline the requirements and procedures for accepting mitigating circumstance claims related to extensions.

Confidence:  
High, as the answer is directly supported by Clause 11.6 and related clauses.",0.8898;0.8783;0.8717;0.8646;0.8645
exp04,q14,What rules apply to deferring an assessment?,0.8,5,strict,A,;11.58;11.60;;11.1,"Answer:  
Students may apply for a deferral of an assessment if they are facing challenges beyond their control that hinder their ability to take the assessment on the published date or if their performance was adversely affected by such circumstances. If a mitigating circumstance claim for a deferral is accepted, the student will be deferred in the identified assessment components. If deferred during Assessment Period 2, the student will typically take the assessments without attendance in Assessment Period 3. If deferred during Assessment Period 3, the student will normally take the assessments during the following academic year. Conversely, if a deferral claim is rejected and the student has not submitted the coursework or attended the assessment, a mark of 0 will be awarded.

Supporting Regulation:  
Clause 11.1, Clause 11.58, Clause 11.60  

Additional Notes:  
The handbook is silent on specific procedures for applying for a deferral, such as deadlines or required documentation.  

Confidence:  
High, as the answer directly references relevant clauses from the regulation excerpts.",0.8691;0.8529;0.8518;0.8497;0.8494
exp04,q15,What reasonable adjustments can disabled students receive for assessments?,0.8,5,strict,A,11.19;8.7;11.20;8.5;,"Answer:  
Disabled students may receive reasonable adjustments for assessments, which can include an extension to coursework submission deadlines as outlined in clause 11.19. These students are not required to submit a mitigating circumstance claim for such extensions if agreed adjustments are in place. Additionally, students can apply for further extensions or deferrals through the Mitigating Circumstances process if specific conditions are met, as stated in clause 11.20. Individual arrangements for assessments must be arranged following the procedures set by the University, and the relevant Disability Advisor will determine appropriate arrangements based on medical or diagnostic evidence, according to clause 8.5.

Supporting Regulation:  
- Clause 11.19  
- Clause 11.20  
- Clause 8.5  

Additional Notes:  
Clause 8.7 mentions that a Reasonable Adjustment Form is available, but does not specify the adjustments themselves. The handbook is silent on other specific reasonable adjustments beyond what is stated in the relevant clauses.

Confidence:  
High",0.8711;0.8711;0.8632;0.8554;0.8432
exp04,q16,How are provisional results and late submission penalties applied before boards?,0.8,5,strict,A,15.1;;6.8;;15.8,"Answer: Provisional results are marks notified to students that are subject to scrutiny by an external examiner and may change before the relevant Progression and Award Board. Additionally, provisional results could be subject to penalties for late coursework submissions, as outlined in clause 15.1. If coursework is submitted late but within 24 hours of the deadline, clause 6.8 states that ten marks will be deducted from the original mark, with a minimum mark of 40% for undergraduate and 50% for postgraduate levels.

Supporting Regulation: 
- Clause 15.1: Provisional results are subject to scrutiny and may be changed; they may include penalties for late submission.
- Clause 6.8: Details the penalty for late coursework submission.

Additional Notes: The handbook does not specify any additional procedures regarding how provisional results or late submission penalties are handled specifically before the boards beyond what is stated in the relevant clauses. 

Confidence: High",0.8672;0.8501;0.8437;0.8434;0.8353
exp04,q17,What is the relationship between the Student Charter and academic regulations?,0.8,5,strict,A,1.9;1.3;10.2;10.10;10.23,"Answer:  
The relationship between the Student Charter and the academic regulations is that the Student Charter is one of several documents containing valuable information for students, as stated in Clause 1.3. However, the handbook does not specify how the Student Charter directly interacts with or affects the academic regulations.

Supporting Regulation:  
1.3. The following documents also contain valuable information and can be accessed online: Quality Assurance and Enhancement Handbook, Student Charter, Student Code of Conduct, University Calendar, Collaborations Handbook. It is a student’s responsibility to ensure they have read and are familiar with the university regulations.

Additional Notes:  
The handbook does not provide further details on the specific relationship or interactions between the Student Charter and the academic regulations. 

Confidence:  
High, based on direct references to the relevant clauses.",0.8442;0.8266;0.8250;0.8228;0.8208
exp04,q18,What attendance or participation rules apply to taught modules?,0.8,5,strict,A,;11.59;6.6;;5.18,"Answer: 
The handbook does not explicitly state general attendance or participation rules for taught modules. However, it mentions that if a student is deferred in a module due to accepted mitigating circumstances, they will be required to attend all timetabled teaching and learning events associated with the next delivery of the module (Clause 11.59).

Supporting Regulation: 
- Clause 11.59 | Part 3 | Section 11

Additional Notes: 
The remaining clauses cited do not address general attendance or participation rules for taught modules. They mainly discuss submission requirements and deferral processes.

Confidence: 
High",0.8343;0.8329;0.8236;0.8235;0.8199
exp05,q01,What happens if coursework is submitted within 24 hours after the deadline?,0.5,3,semi_flexible,B,6.9;;6.8,"Answer:  
If coursework is submitted within 24 hours after the specified deadline, it will be marked, but a penalty of ten marks will be deducted from the original mark. This deduction cannot reduce the mark below the minimum pass mark, which is 40% for undergraduate students and 50% for postgraduate students. For instance, if the original mark is 70%, the final mark after the penalty would be 60%.

Supporting Regulation:  
Clause 6.8 | Part 3 | Section 6

Additional Notes:  
The regulations do not specify any exceptions for submissions made within the 24-hour window beyond the penalties outlined. 

Confidence:  
High",0.8888;0.8614;0.8586
exp05,q02,What is the penalty if coursework is submitted more than 24 hours late without an extension?,0.5,3,semi_flexible,B,6.8;6.9;11.56,"Answer:  
If coursework is submitted more than 24 hours late without an extension, a mark of zero will be awarded for that work.

Supporting Regulation:  
Clause 6.9 states that if students submit coursework more than 24 hours after the specified deadline, a mark of zero will be awarded.

Additional Notes:  
There are no additional penalties mentioned for late submissions beyond the 24-hour mark, and the regulations do not clarify any exceptions for specific cases in this context.

Confidence:  
High",0.8794;0.8736;0.8565
exp05,q03,How do Progression and Award Boards relate to module results and awards?,0.5,3,semi_flexible,B,;;,"Answer:
Progression and Award Boards are responsible for reviewing module results and making decisions regarding student progression and awards. They evaluate the performance of students across their modules to determine whether they meet the necessary criteria for advancing to the next stage of their studies or for receiving their final qualifications.

Supporting Regulation:
The specifics of the roles, responsibilities, and membership of Progression and Award Boards are outlined in the referenced clauses, particularly in Part 4, Section 14, which details their terms of reference and composition.

Additional Notes:
The exact mechanisms by which module results influence decisions made by these boards are not explicitly detailed in the provided excerpts. Therefore, while the general relationship between the boards and module results is clear, the specific processes or criteria for decision-making are not stated.

Confidence: 
Moderate",0.9141;0.8976;0.8953
exp05,q04,What English language qualifications does the University accept for admission?,0.5,3,semi_flexible,B,19.28;3.11;3.10,"Answer:  
The University of Westminster accepts various English language qualifications for admission, but the specific tests and their requirements can change. A complete list of accepted English language tests is available online, and applicants should check this resource for the most current information.

Supporting Regulation:  
- Clause 19.28 states that standard entry requirements include English language qualifications, but additional course-specific requirements may apply.  
- Clause 3.11 indicates that a full list of accepted English language tests is available online and may change due to Immigration and Visas Department requirements.  
- Clause 3.10 specifies that students must have sufficient command of the language(s) in which the course is taught to meet entry requirements.

Additional Notes:  
While the excerpts mention that a list of accepted English language tests is available online, they do not provide specific qualifications or scores that are accepted. Therefore, it is recommended to refer to the university's website for detailed information.

Confidence:  
High",0.8526;0.8466;0.8411
exp05,q05,What is Recognition of Prior Certificated Learning (RPCL)?,0.5,3,semi_flexible,B,;4.16;4.17,"Answer:  
Recognition of Prior Certificated Learning (RPCL) is the process through which appropriate certificated learning from another institution is accredited towards a University of Westminster award. This prior learning must be certified by a recognized academic institution and should result from a rigorously assessed learning experience. It is important to note that credit for learning gained from uncertificated courses or those where the certificate is solely for attendance should be claimed through a different route, known as Recognition of Prior Experiential Learning (RPEL) (Clause 4.16).

Supporting Regulation:  
- Clause 4.16: Defines RPCL and outlines the requirements for prior certificated learning.  
- Clause 4.17: Clarifies that RPCL applies only to certified learning that occurred before the student began their course of study at the University, indicating that modules taken during the student's registration would not qualify for RPCL claims.

Additional Notes:  
The excerpts do not specify the exact procedures for applying for RPCL or the types of certificates that may be accepted, so further details may be needed for complete understanding.

Confidence:  
High",0.9647;0.9480;0.9374
exp05,q06,How is Recognition of Prior Experiential Learning (RPEL) defined?,0.5,3,semi_flexible,B,;4.32;,"Answer:  
Recognition of Prior Experiential Learning (RPEL) is defined as the process of assessing and accrediting appropriate experiential learning. This type of learning encompasses knowledge and skills gained through life experiences, work experiences, and study that are not formally recognized by any educational or professional certification. Additionally, RPEL may include instruction-based learning from any institution that has not been evaluated through public examination systems.

Supporting Regulation:  
Clause 4.32 | Part 2 | Section 4

Additional Notes:  
The excerpts do not provide additional details about the specific procedures or criteria for the assessment and accreditation process of RPEL. There is also a mention of Recognition of Prior Learning (RPL), which encompasses both experiential and certificated learning but is distinct from RPEL.

Confidence:  
High",0.9581;0.9280;0.8986
exp05,q07,What are the principles of assessment in relation to intended learning outcomes?,0.5,3,semi_flexible,B,;;2.30,"Answer:
The principles of assessment in relation to intended learning outcomes emphasize that every approved course at the University of Westminster will have clearly defined aims and intended learning outcomes. The curriculum, structure, teaching and learning methods, as well as the forms of assessment, are all designed to fulfill these intended learning outcomes.

Supporting Regulation:
Clause 2.30 | Part 1 | Section 2

Additional Notes:
The excerpts do not provide detailed information on specific assessment methods or additional principles beyond the alignment of assessments with intended learning outcomes. There is uncertainty regarding any further elaboration on the principles of assessment beyond what is stated.

Confidence:
High",0.8959;0.8946;0.8439
